timestamp,room_id,device_id,type,seq,payload_json
2025-12-12 11:07:44,Room2,D001,SENSOR,116,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:45,Room2,D002,SENSOR,81,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:49,Room2,D001,SENSOR,117,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:50,Room2,D002,SENSOR,82,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:54,Room2,D001,SENSOR,118,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:55,Room2,D002,SENSOR,83,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:59,Room2,D001,SENSOR,119,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:00,Room2,D002,SENSOR,84,"{""temp"":24,""humidity"":46}"
2025-12-12 11:08:04,Room2,D001,SENSOR,120,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:05,Room2,D002,SENSOR,85,"{""temp"":24,""humidity"":46}"
2025-12-12 11:08:09,Room2,D001,SENSOR,121,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:10,Room2,D002,SENSOR,86,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:08:14,Room2,D001,SENSOR,122,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:15,Room2,D002,SENSOR,87,"{""temp"":24,""humidity"":46}"
2025-12-12 11:08:19,Room2,D001,SENSOR,123,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:20,Room2,D002,SENSOR,88,"{""temp"":24,""humidity"":46}"
2025-12-12 11:08:24,Room2,D001,SENSOR,124,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:25,Room2,D002,SENSOR,89,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:08:29,Room2,D001,SENSOR,125,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:30,Room2,D002,SENSOR,90,"{""temp"":24,""humidity"":46}"
2025-12-12 11:08:34,Room2,D001,SENSOR,126,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:08:35,Room2,D002,SENSOR,91,"{""temp"":24,""humidity"":46}"
